material,shape_id,RCS_rel_dB_jittered
baseline_plastic,sphere_small,-19.46547626538579
baseline_plastic,cylinder_micro,3.7121892139051353
baseline_plastic,flat_plate,5.62674824304267
baseline_plastic,faceted_shell,-3.390926033239104
